Condition,Drug,Indication,Type,Reviews,Effective,EaseOfUse,Satisfaction
vertigo,Diphenhydramine Hcl,On Label,OTC,2 Reviews,4,5,5
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,3,4,4
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,5,5,5
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,5,5,4
vertigo,"Diphenhydramine Hcl, Dextromethorphan-Guaifenesin, Dextromethorphan Hbr",On Label,OTC,1 Reviews,1,5,1
vertigo,"Diphenhydramine Hcl, Dextromethorphan-Guaifenesin, Dextromethorphan Hbr",On Label,OTC,1 Reviews,1,5,1
vertigo,"Diphenhydramine Hcl, Dextromethorphan-Guaifenesin, Dextromethorphan Hbr",On Label,OTC,1 Reviews,1,5,1
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,1,4,1
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,5,4,5
vertigo,Meclizine,On Label,OTC,1 Reviews,5,5,5
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,1,1,1
vertigo,Dimenhydrinate,On Label,OTC,1 Reviews,5,5,5
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,4,4,4
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,5,4,5
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,3,3,1
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,5,5,5
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,5,5,5
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,5,4,1
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,5,5,5
vertigo,Dimenhydrinate,On Label,OTC,1 Reviews,4,4,4
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,2,3,3
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,1,3,1
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,1,3,1
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,1,1,1
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,5,5,5
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,3,3,3
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,5,5,5
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,3,5,1
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,4,4,4
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,1,1,1
vertigo,Dimenhydrinate,On Label,OTC,1 Reviews,3,5,2
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,5,5,5
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,4,5,3
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,4,1,1
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,5,5,5
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,4,5,4
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,3,5,4
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,5,5,5
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,5,5,5
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,4,5,3
vertigo,Diphenhydramine Hcl,On Label,OTC,1 Reviews,3,4,4
vulvovaginal candidiasis,Tioconazole,On Label,OTC,418 Reviews,2.71,3.51,2.23
vulvovaginal candidiasis,Miconazole Nitrate,On Label,OTC,263 Reviews,2.91,3.32,2.43
vulvovaginal candidiasis,Fluconazole,On Label,RX,225 Reviews,3.32,4.41,2.97
vulvovaginal candidiasis,Fluconazole,On Label,RX,225 Reviews,3.32,4.41,2.97
vulvovaginal candidiasis,Fluconazole,On Label,RX,168 Reviews,3.88,4.42,3.47
vulvovaginal candidiasis,Fluconazole,On Label,RX,168 Reviews,3.88,4.42,3.47
vulvovaginal candidiasis,Miconazole Nitrate,On Label,OTC,123 Reviews,2.86,3.05,2.53
vulvovaginal candidiasis,Tioconazole,On Label,OTC,97 Reviews,1.84,3.28,1.54
vulvovaginal candidiasis,Tioconazole,On Label,OTC,61 Reviews,1.79,3.87,1.54
vulvovaginal candidiasis,Terconazole,On Label,RX,48 Reviews,2.96,3.57,2.72
vulvovaginal candidiasis,Miconazole Nitrate,On Label,OTC,38 Reviews,2.24,4.03,2.13
vulvovaginal candidiasis,Miconazole Nitrate,On Label,RX/OTC,26 Reviews,2.16,3.16,2
vulvovaginal candidiasis,Terconazole,On Label,RX,16 Reviews,2,3.06,1.88
vulvovaginal candidiasis,Miconazole Nitrate,On Label,RX/OTC,13 Reviews,3.38,3.77,2.69
vulvovaginal candidiasis,Terconazole,On Label,RX,10 Reviews,3.9,4.8,3.6
vulvovaginal candidiasis,Miconazole Nitrate,On Label,OTC,8 Reviews,3.29,3.71,2.43
vulvovaginal candidiasis,Terconazole,On Label,RX,6 Reviews,3.33,2.67,2.67
vulvovaginal candidiasis,Tioconazole,On Label,OTC,4 Reviews,1.75,4.75,2
vulvovaginal candidiasis,Miconazole Nitrate,On Label,OTC,4 Reviews,2,2.25,1.5
vulvovaginal candidiasis,Miconazole-Skin Clnsr17,On Label,OTC,4 Reviews,3,4.75,3
vulvovaginal candidiasis,Miconazole Nitrate,On Label,OTC,3 Reviews,2.33,3.67,2.33
vulvovaginal candidiasis,Miconazole Nitrate,On Label,OTC,3 Reviews,3.33,5,2
vulvovaginal candidiasis,Clotrimazole,On Label,OTC,2 Reviews,4.5,5,4.5
vulvovaginal candidiasis,Clotrimazole,On Label,OTC,2 Reviews,4.5,4.5,4.5
vulvovaginal candidiasis,Clotrimazole,On Label,OTC,2 Reviews,5,5,5
vulvovaginal candidiasis,Butoconazole Nitrate,On Label,RX,1 Reviews,5,5,5
vulvovaginal candidiasis,Clotrimazole,On Label,OTC,1 Reviews,5,4,5
vulvovaginal candidiasis,Butoconazole Nitrate,On Label,OTC,1 Reviews,5,5,5
vulvovaginal candidiasis,Miconazole-Skin Clnsr17,On Label,OTC,1 Reviews,1,4,1
